source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status	translator
en	pt	HP:0000268	rdfs:label	Dolichocephaly	Dolicocefalia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000269	rdfs:label	Prominent occiput	Proeminência occipital	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000270	rdfs:label	Delayed cranial suture closure	Fechamento tardio da sutura craniana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000271	rdfs:label	Abnormality of the face	Anomalia da face	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000272	rdfs:label	Malar flattening	Achatamento malar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000273	rdfs:label	Facial grimacing	Careta facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000274	rdfs:label	Small face	Face pequena	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000275	rdfs:label	Narrow face	Face estreita	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000276	rdfs:label	Long face	Face longa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000277	rdfs:label	Abnormal mandible morphology	Morfologia anormal da mandíbula	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000278	rdfs:label	Retrognathia	Retrognatia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000280	rdfs:label	Coarse facial features	Características faciais grosseiras	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000282	rdfs:label	Facial edema	Edema facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000283	rdfs:label	Broad face	Face larga	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000286	rdfs:label	Epicanthus	Epicanto	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000287	rdfs:label	Increased facial adipose tissue	Aumento do tecido adiposo facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000288	rdfs:label	Abnormality of the philtrum	Anomalia do filtro	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000289	rdfs:label	Broad philtrum	Filtro largo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000290	rdfs:label	Abnormality of the forehead	Anomalia da testa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000291	rdfs:label	Abnormality of facial adipose tissue	Anomalia do tecido adiposo facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000292	rdfs:label	Loss of facial adipose tissue	Perda de tecido adiposo facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000293	rdfs:label	Full cheeks	Bochechas cheias	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000294	rdfs:label	Low anterior hairline	Linha anterior do cabelo baixa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000295	rdfs:label	Doll-like facies	Facies de boneca	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000297	rdfs:label	Facial hypotonia	Hipotonia facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000298	rdfs:label	Mask-like facies	Facies em máscara	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000300	rdfs:label	Oval face	Face oval	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000301	rdfs:label	Abnormality of facial musculature	Anomalia da musculatura facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000303	rdfs:label	Mandibular prognathia	Prognatismo mandibular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000306	rdfs:label	Abnormality of the chin	Anomalia do queixo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000307	rdfs:label	Pointed chin	Queixo pontiagudo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000308	rdfs:label	Microretrognathia	Microretrognatia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000311	rdfs:label	Round face	Face redonda	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000315	rdfs:label	Abnormality of the orbital region	Anomalia da região orbital	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000316	rdfs:label	Hypertelorism	Hipertelorismo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000317	rdfs:label	Facial myokymia	Mioquimia Facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000319	rdfs:label	Smooth philtrum	Filtro liso	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000320	rdfs:label	Bird-like facies	Facies de passarinho	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000321	rdfs:label	Square face	Face quadrada	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000322	rdfs:label	Short philtrum	Filtro curto	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000324	rdfs:label	Facial asymmetry	Assimetria Facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000325	rdfs:label	Triangular face	Rosto triangular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000326	rdfs:label	Abnormal maxilla morphology	Morfologia anormal da maxila	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000327	rdfs:label	Hypoplasia of the maxilla	Hipoplasia maxilar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000329	rdfs:label	Facial hemangioma	Hemangioma facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000331	rdfs:label	Short chin	Queixo curto	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000336	rdfs:label	Prominent supraorbital ridges	Cristas supraorbitais proeminentes	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000337	rdfs:label	Broad forehead	Testa larga	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000338	rdfs:label	Hypomimic face	Hipomimia facial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000339	rdfs:label	Pugilistic facies	Facies de pugilista	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000340	rdfs:label	Sloping forehead	Testa inclinada	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000341	rdfs:label	Narrow forehead	Testa estreita	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000343	rdfs:label	Long philtrum	Filtro longo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000346	rdfs:label	Whistling appearance	Face em assobio	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000347	rdfs:label	Micrognathia	Micrognatia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000348	rdfs:label	High forehead	Testa alta	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000349	rdfs:label	Widow's peak	Bico de viúva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000350	rdfs:label	Small forehead	Testa pequena	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000356	rdfs:label	Abnormality of the outer ear	Anomalia da orelha externa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000357	rdfs:label	Abnormal location of ears	Localização anormal das orelhas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000358	rdfs:label	Posteriorly rotated ears	Orelhas rodadas posteriormente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000359	rdfs:label	Abnormality of the inner ear	Anomalia da orelha interna	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000360	rdfs:label	Tinnitus	Tinito	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000362	rdfs:label	Otosclerosis	Otosclerose	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000363	rdfs:label	Abnormal earlobe morphology	Morfologia anormal do lóbulo da orelha	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000364	rdfs:label	Hearing abnormality	Anomalia auditiva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000366	rdfs:label	Abnormality of the nose	Anomalia do nariz	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000368	rdfs:label	Low-set, posteriorly rotated ears	Orelhas de implantação baixa, posteriormente giradas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000369	rdfs:label	Low-set ears	Orelhas de inserção baixa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000370	rdfs:label	Abnormality of the middle ear	Anomalia da orelha média	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000371	rdfs:label	Acute otitis media	Otite média aguda	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000372	rdfs:label	Abnormal auditory canal morphology	Morfologia anormal do canal auditivo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000375	rdfs:label	Abnormal cochlea morphology	Morfologia anormal da cóclea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000376	rdfs:label	Incomplete partition of the cochlea type II	Partição coclear incompleta tipo II	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000377	rdfs:label	Abnormal pinna morphology	Morfologia anormal do pavilhão auricular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000378	rdfs:label	Cupped ear	Orelha em concha	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000381	rdfs:label	Stapes ankylosis	Anquilose do estribo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000383	rdfs:label	Abnormal periauricular region morphology	Morfologia anormal da região periauricular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000384	rdfs:label	Preauricular skin tag	Acrocórdon preauricular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000385	rdfs:label	Small earlobe	Lóbulo da orelha pequeno	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000387	rdfs:label	Absent earlobe	Lóbulo da orelha ausente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000388	rdfs:label	Otitis media	Otite média	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000389	rdfs:label	Chronic otitis media	Otite média crónica	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000391	rdfs:label	Thickened helices	Hélices espessas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000394	rdfs:label	Lop ear	Orelha constrita	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000395	rdfs:label	Prominent antihelix	Anti-hélice proeminente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000396	rdfs:label	Overfolded helix	Hélice sobredobrada	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000399	rdfs:label	Prelingual sensorineural hearing impairment	Deficiência auditiva neurossensorial pré-lingual	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000400	rdfs:label	Macrotia	Macrotia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000402	rdfs:label	Stenosis of the external auditory canal	Estenose do canal auditivo externo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000403	rdfs:label	Recurrent otitis media	Otite média recorrente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000405	rdfs:label	Conductive hearing impairment	Deficiência auditiva condutiva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000407	rdfs:label	Sensorineural hearing impairment	Deficiência auditiva neurossensorial	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000408	rdfs:label	Progressive sensorineural hearing impairment	Deficiência auditiva neurossensorial progressiva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000410	rdfs:label	Mixed hearing impairment	Deficiência auditiva mista	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000411	rdfs:label	Protruding ear	Orelha saliente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000413	rdfs:label	Atresia of the external auditory canal	Atresia do canal auditivo externo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000414	rdfs:label	Bulbous nose	Nariz bulboso	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000415	rdfs:label	Abnormal choanae morphology	Morfologia anormal das coanas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000417	rdfs:label	Slender nose	Nariz fino	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000418	rdfs:label	Narrow nasal ridge	Crista nasal estreita	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000419	rdfs:label	Abnormal nasal septum morphology	Morfologia anormal do septo nasal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000420	rdfs:label	Short nasal septum	Septo nasal curto	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000421	rdfs:label	Epistaxis	Epistaxe	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000422	rdfs:label	Abnormal nasal bridge morphology	Morfologia anormal da ponte nasal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000426	rdfs:label	Prominent nasal bridge	Ponte nasal proeminente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000429	rdfs:label	Abnormal morphology of the nasal alae	Morfologia anormal das asas nasais	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000430	rdfs:label	Underdeveloped nasal alae	Asas nasais subdesenvolvidas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000431	rdfs:label	Wide nasal bridge	Ponte nasal larga	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000433	rdfs:label	Abnormal nasal mucosa morphology	Morfologia anormal da mucosa nasal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000434	rdfs:label	Nasal mucosa telangiectasia	Telangiectasia da mucosa nasal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000436	rdfs:label	Abnormal nasal tip morphology	Morfologia anormal da ponta nasal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000437	rdfs:label	Depressed nasal tip	Ponta nasal deprimida	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000444	rdfs:label	Convex nasal ridge	Crista nasal convexa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000445	rdfs:label	Wide nose	Nariz largo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000446	rdfs:label	Narrow nasal bridge	Ponte nasal estreita	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000447	rdfs:label	Pear-shaped nose	Nariz em formato de pera	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000448	rdfs:label	Prominent nose	Nariz proeminente	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000451	rdfs:label	Triangular nasal tip	Ponta nasal triangular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000452	rdfs:label	Choanal stenosis	Estenose das coanas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000453	rdfs:label	Choanal atresia	Atresia das coanas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000454	rdfs:label	Flared nostrils	Narinas alargadas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000455	rdfs:label	Broad nasal tip	Ponta nasal larga	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000456	rdfs:label	Bifid nasal tip	Ponta nasal bífida	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000457	rdfs:label	Depressed nasal ridge	Crista nasal deprimida	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000458	rdfs:label	Anosmia	Anosmia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000460	rdfs:label	Narrow nose	Nariz estreito	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000463	rdfs:label	Anteverted nares	Narinas antevertidas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000464	rdfs:label	Abnormality of the neck	Anomalia do pescoço	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000465	rdfs:label	Webbed neck	Pescoço alado	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000466	rdfs:label	Limited neck range of motion	Amplitude limitada do movimento do pescoço	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000467	rdfs:label	Neck muscle weakness	Fraqueza muscular cervical	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000468	rdfs:label	Increased adipose tissue around the neck	Aumento do tecido adiposo ao redor do pescoço	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000470	rdfs:label	Short neck	Pescoço curto	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000471	rdfs:label	Gastrointestinal angiodysplasia	Angiodisplasia gastrointestinal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000472	rdfs:label	Long neck	Pescoço longo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000473	rdfs:label	Torticollis	Torcicolo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000474	rdfs:label	Thickened nuchal skin fold	Prega nucal espessada	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000475	rdfs:label	Broad neck	Pescoço largo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000476	rdfs:label	Cystic hygroma	Higroma cístico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000478	rdfs:label	Abnormality of the eye	Anomalia do olho	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000479	rdfs:label	Abnormal retinal morphology	Morfologia anormal da retina	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000480	rdfs:label	Retinal coloboma	Coloboma da retina	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000481	rdfs:label	Abnormal cornea morphology	Morfologia anormal da córnea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000482	rdfs:label	Microcornea	Microcórnea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000483	rdfs:label	Astigmatism	Astigmatismo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000484	rdfs:label	Hyperopic astigmatism	Astigmatismo hipermetrópico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000485	rdfs:label	Megalocornea	Megalocórnea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000486	rdfs:label	Strabismus	Estrabismo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000488	rdfs:label	Retinopathy	Retinopatia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000490	rdfs:label	Deeply set eye	Olho profundamente inserido	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000491	rdfs:label	Keratitis	Ceratite	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000492	rdfs:label	Abnormal eyelid morphology	Morfologia anormal das pálpebras	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000493	rdfs:label	Abnormal foveal morphology	Morfologia anormal da fóvea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000494	rdfs:label	Downslanted palpebral fissures	Fissuras palpebrais inclinadas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000495	rdfs:label	Recurrent corneal erosions	Erosão recorrente da córnea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000496	rdfs:label	Abnormality of eye movement	Anomalia do movimento ocular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000497	rdfs:label	Globe retraction and deviation on abduction	Retração e desvio do globo na abdução	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000498	rdfs:label	Blepharitis	Blefarite	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000499	rdfs:label	Abnormal eyelash morphology	Morfologia anormal dos cílios	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000501	rdfs:label	Glaucoma	Glaucoma	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000502	rdfs:label	Abnormal conjunctiva morphology	Morfologia anormal da conjuntiva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000503	rdfs:label	Tortuosity of conjunctival vessels	Tortuosidade dos vasos conjuntivais	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000504	rdfs:label	Abnormality of vision	Anomalia da visão	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000505	rdfs:label	Visual impairment	Deficiência visual	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000506	rdfs:label	Telecanthus	Telecanto	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000508	rdfs:label	Ptosis	Ptose	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000509	rdfs:label	Conjunctivitis	Conjuntivite	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000510	rdfs:label	Rod-cone dystrophy	Distrofia de cones e bastonetes	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000511	rdfs:label	Vertical supranuclear gaze palsy	Paralisia supranuclear vertical do olhar	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000512	rdfs:label	Abnormal electroretinogram	Electrorretinograma anormal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000514	rdfs:label	Slow saccadic eye movements	Movimentos oculares sacádicos lentos	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000517	rdfs:label	Abnormal lens morphology	Morfologia anormal do cristalino	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000518	rdfs:label	Cataract	Catarata	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000519	rdfs:label	Developmental cataract	Catarata congênita	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000520	rdfs:label	Proptosis	Proptose	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000522	rdfs:label	Alacrima	Alacrimia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000523	rdfs:label	Subcapsular cataract	Catarata subcapsular	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000524	rdfs:label	Conjunctival telangiectasia	Telangiectasia conjuntival	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000525	rdfs:label	Abnormality iris morphology	Anomalia morfológica da íris	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000526	rdfs:label	Aniridia	Aniridia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000527	rdfs:label	Long eyelashes	Cílios longos	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000528	rdfs:label	Anophthalmia	Anoftalmia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000529	rdfs:label	Progressive visual loss	Perda visual progressiva	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000531	rdfs:label	Corneal crystals	Cristais na córnea	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000532	rdfs:label	Abnormal chorioretinal morphology	Morfologia coriorretiniana anormal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000533	rdfs:label	Chorioretinal atrophy	Atrofia coriorretiniana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000534	rdfs:label	Abnormal eyebrow morphology	Morfologia anormal das sobrancelhas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000537	rdfs:label	Epicanthus inversus	Epicanto inverso	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000538	rdfs:label	Pseudopapilledema	Pseudo-papiledema	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000539	rdfs:label	Abnormality of refraction	Anomalia da refração	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000540	rdfs:label	Hypermetropia	Hipermetropia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000541	rdfs:label	Retinal detachment	Descolamento de retina	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000542	rdfs:label	Impaired ocular adduction	Adução ocular prejudicada	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000543	rdfs:label	Optic disc pallor	Palidez do disco óptico	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000544	rdfs:label	External ophthalmoplegia	Oftalmoplegia externa	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000545	rdfs:label	Myopia	Miopia	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000546	rdfs:label	Retinal degeneration	Degeneração retiniana	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000548	rdfs:label	Cone/cone-rod dystrophy	Distrofia de cones ou de cones e bastonetes	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000549	rdfs:label	Abnormal conjugate eye movement	Movimento ocular conjugado anormal	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000550	rdfs:label	Undetectable electroretinogram	Eletrorretinograma indetectável	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000551	rdfs:label	Color vision defect	Defeito da visão cromática	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0000552	rdfs:label	Tritanomaly	Tritanomalia	OFFICIAL	orcid:0009-0005-0193-5224
